open_time,open,high,low,close,volume,close_time
2025-10-13T10:40:00Z,114784.01000000,114840.28000000,114740.34000000,114794.43000000,35.51953000,2025-10-13T10:44:59Z
2025-10-13T10:45:00Z,114794.43000000,114962.00000000,114764.48000000,114962.00000000,33.88431000,2025-10-13T10:49:59Z
2025-10-13T10:50:00Z,114961.99000000,114970.85000000,114803.97000000,114860.25000000,23.94734000,2025-10-13T10:54:59Z
2025-10-13T10:55:00Z,114860.25000000,114918.14000000,114810.61000000,114810.62000000,48.78397000,2025-10-13T10:59:59Z
2025-10-13T11:00:00Z,114810.61000000,114810.61000000,114431.53000000,114450.00000000,310.82001000,2025-10-13T11:04:59Z
2025-10-13T11:05:00Z,114449.99000000,114500.00000000,114158.78000000,114474.09000000,426.96536000,2025-10-13T11:09:59Z
2025-10-13T11:10:00Z,114474.09000000,114550.00000000,114346.84000000,114550.00000000,101.79706000,2025-10-13T11:14:59Z
2025-10-13T11:15:00Z,114550.00000000,114604.63000000,114404.67000000,114419.78000000,48.05836000,2025-10-13T11:19:59Z
2025-10-13T11:20:00Z,114419.78000000,114500.00000000,114108.09000000,114136.43000000,76.16446000,2025-10-13T11:24:59Z
2025-10-13T11:25:00Z,114136.43000000,114208.00000000,113616.50000000,113643.33000000,348.64297000,2025-10-13T11:29:59Z
2025-10-13T11:30:00Z,113643.33000000,114172.00000000,113629.13000000,114114.36000000,338.70900000,2025-10-13T11:34:59Z
2025-10-13T11:35:00Z,114114.35000000,114206.00000000,113904.12000000,114015.75000000,87.54981000,2025-10-13T11:39:59Z
2025-10-13T11:40:00Z,114015.75000000,114198.00000000,114015.74000000,114082.25000000,84.08269000,2025-10-13T11:44:59Z
2025-10-13T11:45:00Z,114082.25000000,114165.68000000,113981.99000000,114050.75000000,50.46760000,2025-10-13T11:49:59Z
2025-10-13T11:50:00Z,114050.74000000,114375.00000000,114050.74000000,114361.82000000,65.76434000,2025-10-13T11:54:59Z
2025-10-13T11:55:00Z,114361.83000000,114380.00000000,114180.00000000,114180.00000000,42.73935000,2025-10-13T11:59:59Z
